Day,unit,timestamp,sensor,genotype,g_alias,treatment,3D Leaf Area mm²,Canopy Light Penetration Depth mm,Convex Hull Area mm²,Convex Hull Area Coverage %,Convex Hull Aspect Ratio %,Convex Hull Circumference mm,Convex Hull Maximum Width mm,Digital Biomass mm³,GLI Average ,GLI [-1:-0.2] %,GLI [-0.2:0] %,GLI [0:0.15] %,GLI [0.15:0.3] %,GLI [0.3:0.6] %,GLI [0.6:1] %,Hue Average °,Hue [0:25] %,Hue [25:50] %,Hue [50:75] %,Hue [75:100] %,Hue [100:125] %,Hue [125:360] %,Lightness Average %,Lightness [0:25] %,Lightness [0:0] %,Lightness [25:50] %,Lightness [50:75] %,Lightness [75:100] %,Lightness [100:100] %,NDVI Average ,NDVI [-1:0] %,NDVI [0:0.15] %,NDVI [0.15:0.3] %,NDVI [0.3:0.45] %,NDVI [0.45:0.6] %,NDVI [0.6:1] %,NPCI Average ,NPCI [-1:-0.2] %,NPCI [-0.2:0] %,NPCI [0:0.2] %,NPCI [0.2:0.4] %,NPCI [0.4:0.6] %,NPCI [0.6:1] %,Plant Height Averaged mm,Plant Height Max mm,Projected Leaf Area mm²,PSRI Average ,PSRI [-4:-0.8] %,PSRI [-0.8:-0.4] %,PSRI [-0.4:-0.2] %,PSRI [-0.2:0] %,PSRI [0:0.2] %,PSRI [0.2:4] %,Saturation Average %,Saturation [0:0] %,Saturation [0:25] %,Saturation [25:50] %,Saturation [50:75] %,Saturation [75:100] %,Saturation [100:100] %,Surface Angle Average °,Voxel Volume Total mm³
21,83:01:02,06/11/2024 14:19,A,Col-0,col0,BP2.3,379.477,6.32444,600.836,52.9959,75.8037,91.9629,33.541,5784.9,0.338787,0,0,0.0919118,26.2868,73.6213,0,102.758,0,0,0.0919118,36.2132,62.5919,1.10294,9.03419,100,0,0,0,0,0,0.599645,0,0,0,2.02206,44.2096,53.7684,0.183143,0.0919118,2.02206,54.6875,42.0037,1.19485,0,15.2444,15.6007,318.419,0.0736302,0,0,0,2.11397,97.7941,0.0919118,42.5741,0,2.38971,76.9301,20.6801,0,0,57.0443,1088
23,83:01:02,08/11/2024 11:02,A,Col-0,col0,BP2.3,636.901,9.39649,1161.36,48.9449,89.7237,127.215,42.9409,11763.8,0.351013,0,0,0.107066,20.5567,79.3362,0,105.54,0,0.0535332,0.0535332,19.9143,79.1756,0.802998,8.89342,100,0,0,0,0,0,0.621451,0,0,0,1.49893,26.9272,71.5739,0.163055,0,3.96146,62.2591,32.4411,1.33833,0,18.4705,18.6591,568.426,0.0614818,0,0,0,3.96146,95.7173,0.321199,42.6858,0,2.08779,74.4111,23.5011,0,0,63.1895,1868
26,83:01:02,11/11/2024 10:28,A,Col-0,col0,BP2.3,1033.27,9.993,2482.2,36.3803,80.9983,189.146,66.2722,20566.2,0.354967,0,0,0.191571,20.7535,79.0549,0,107.464,0,0.0319285,0.063857,11.3985,87.8353,0.670498,8.11617,100,0,0,0,0,0,0.656118,0,0,0,2.23499,11.5262,86.2388,0.13937,0,3.00128,74.106,21.7114,1.18135,0,19.9039,20.3995,903.033,0.0478921,0,0,0,3.00128,96.9349,0.063857,41.8683,0,1.94764,78.7676,19.2848,0,0,60.9235,3132
19,83:02:01,04/11/2024 13:59,A,Col-0,col0,BP2.4,183.666,4.79559,405.172,38.1615,88.1277,78.6086,27.6847,2379.2,0.358233,0,0,1.23894,14.8673,83.8938,0,103.665,0,0,0.530973,22.8319,76.2832,0.353982,8.27305,100,0,0,0,0,0,0.603611,0,0,0,2.47788,42.4779,55.0442,0.184871,0,1.06195,56.6372,41.2389,1.06195,0,12.9539,13.0865,154.62,0.0742282,0,0,0,1.06195,98.938,0,44.3544,0,2.12389,71.3274,26.5487,0,0,57.3354,565
21,83:02:01,06/11/2024 14:19,A,Col-0,col0,BP2.4,270.348,3.4218,720.531,32.0766,77.3425,106.547,39.5135,3860.71,0.377134,0,0,0.4914,7.12531,92.3833,0,103.786,0,0,0,22.3587,77.6413,0,8.24687,100,0,0,0,0,0,0.626586,0,0,0,1.10565,23.8329,75.0614,0.197299,0,0.12285,53.5627,44.5946,1.7199,0,14.2805,14.3527,231.122,0.0729718,0,0,0,0.12285,99.7543,0.12285,46.6523,0,1.2285,63.5135,35.258,0,0,58.7477,814
23,83:02:01,08/11/2024 11:02,A,Col-0,col0,BP2.4,431.931,6.95002,1229.2,32.1571,74.7626,139.024,51.9199,7439.31,0.372052,0,0,1.10294,9.11765,89.7794,0,104.124,0,0.367647,0.220588,19.0441,79.4118,0.955882,8.40566,100,0,0,0,0,0,0.624369,0,0,0,2.94118,19.7059,77.3529,0.190126,0,1.47059,55.2206,42.0588,1.25,0,17.2234,17.3562,395.276,0.0702438,0,0,0,1.47059,98.5294,0,45.9116,0,1.83824,66.6176,31.4706,0.0735294,0,66.2256,1360
26,83:02:01,11/11/2024 10:28,A,Col-0,col0,BP2.4,781.05,33.7868,2229.88,31.1903,65.3143,186.394,73.9973,34358,0.342172,0.0834028,0.417014,1.08424,20.392,78.0234,0,106.696,0.125104,0.166806,0.208507,12.0517,86.4053,1.04254,8.31747,100,0,0,0,0,0,0.640784,0,0,0,1.83486,15.9716,82.1935,0.135747,0,2.75229,76.1468,21.0592,0.0417014,0,43.9895,44.437,695.505,0.0504092,0,0,0,2.75229,97.206,0.0417014,40.6713,0,2.66889,83.1526,14.1785,0,0,62.9344,2398
19,83:02:02,04/11/2024 13:59,A,Col-0,col0,BP2.5,112.436,2.57121,284.406,34.1763,64.4673,67.7506,24.9704,1055.67,0.348863,0,0,0,16.2088,83.7912,0,105.05,0,0,0,20.3297,79.3956,0.274725,8.78453,100,0,0,0,0,0,0.578516,0,0,0,4.94506,54.3956,40.6593,0.159865,0,2.1978,69.5055,28.2967,0,0,9.38908,9.59901,97.1996,0.0717648,0,0,0,2.1978,97.5275,0.274725,42.3323,0,1.0989,82.1429,16.7582,0,0,59.8237,364
21,83:02:02,06/11/2024 14:19,A,Col-0,col0,BP2.5,245.929,5.41614,658.953,31.3861,73.3678,98.8022,37.7619,3084.12,0.392258,0,0,0.135318,5.68336,94.1813,0,103.285,0,0,0.270636,26.2517,73.4777,0,7.91982,100,0,0,0,0,0,0.620999,0,0,0,2.16509,25.9811,71.8539,0.219057,0,0.270636,41.6779,53.3153,4.73613,0,12.5407,12.6007,206.82,0.0820251,0,0,0,0.270636,98.6468,1.08254,49.0798,0,0.135318,53.8566,46.0081,0,0,57.2422,739
23,83:02:02,08/11/2024 11:02,A,Col-0,col0,BP2.5,413.006,9.64281,961.781,38.0664,78.1844,117.493,43.7671,6788.05,0.375044,0,0,0.651997,13.3659,85.9821,0,101.905,0,0.0814996,0.977995,34.5558,64.2217,0.162999,8.88347,100,0,0,0,0,0,0.59755,0,0,0,3.74898,40.7498,55.5012,0.225064,0,0.733496,41.8093,52.7302,4.72698,0,16.4357,16.7995,366.115,0.0879262,0,0,0,0.733496,98.044,1.22249,47.8147,0,0.896496,55.5012,43.6023,0,0,62.4329,1227
26,83:02:02,11/11/2024 10:28,A,Col-0,col0,BP2.5,524.765,22.488,1551.06,29.5572,73.1676,156.301,56.5052,15685.6,0.339436,0,0,0.866873,25.8204,73.3127,0,108.545,0,0.0619195,0.0619195,8.54489,89.4737,1.85759,8.45601,100,0,0,0,0,0,0.641604,0,0,0,1.79567,18.2043,80,0.118021,0,5.387,79.1331,15.418,0.0619195,0,29.8907,30.5995,458.451,0.042791,0,0,0,5.387,94.613,0,39.4782,0,5.32508,82.6006,12.0743,0,0,60.8845,1615
19,84:01:01,04/11/2024 14:13,A,Col-0,col0,BP2.6,157.463,5.12471,329.594,41.2872,64.8912,71.0926,25.632,2516.57,0.349875,0,0.198413,0.992063,21.2302,77.5794,0,104.336,0,0,0.595238,23.8095,74.4048,1.19048,8.28193,100,0,0,0,0,0,0.582572,0,0,0,7.53968,43.0556,49.4048,0.173565,0,2.18254,57.9365,38.8889,0.992063,0,15.9819,16.0852,136.08,0.0735865,0,0,0,2.18254,97.8175,0,43.0949,0,2.97619,71.627,25.3968,0,0,59.7908,504
21,84:01:01,06/11/2024 14:32,A,Col-0,col0,BP2.6,300.312,6.50432,565.203,46.7513,94.596,88.6773,29.5466,5291.87,0.372284,0,0,0.112867,10.4966,89.3905,0,102.445,0,0,0,32.6185,67.2686,0.112867,8.54425,100,0,0,0,0,0,0.605199,0,0,0,1.91874,39.1648,58.9165,0.212979,0,1.12867,41.8736,55.8691,1.12867,0,17.6213,18.0027,264.24,0.0838406,0,0,0,1.12867,98.7585,0.112867,47.0315,0,0.451467,60.3837,39.1648,0,0,61.6278,886
23,84:01:01,08/11/2024 11:04,A,Col-0,col0,BP2.6,516.894,4.4505,1213.38,38.6434,74.025,137.334,47.0685,8170.62,0.361799,0,0,0,15.2475,84.7525,0,104.513,0,0,0,18.7459,81.2541,0,8.49661,100,0,0,0,0,0,0.619206,0,0,0,1.65016,26.9307,71.4191,0.177522,0,0.330033,65.6106,32.3432,1.65016,0.0660066,15.8072,15.9266,468.892,0.0679545,0,0,0,0.330033,99.604,0.0660066,44.2988,0,0.924092,73.9274,25.0825,0.0660066,0,65.1136,1515
26,84:01:01,11/11/2024 10:30,A,Col-0,col0,BP2.6,662.481,17.7811,1864.09,31.8551,86.7042,172.687,60.4602,20165.1,0.343641,0,0,0.34965,22.4276,77.2228,0,106.595,0,0,0.14985,11.9381,87.7123,0.1998,8.27563,100,0,0,0,0,0,0.646718,0,0,0,0.849151,15.035,84.1159,0.138602,0,1.3986,77.6224,20.8292,0.14985,0,30.4387,30.8896,593.807,0.0502809,0,0,0,1.3986,98.3516,0.24975,40.7627,0,1.4985,85.3147,13.1868,0,0,63.6827,2002
19,84:01:02,04/11/2024 14:13,A,Col-0,col0,BP2.7,191.712,4.72993,472.312,35.4425,71.1628,82.8172,31.4986,2461.54,0.346198,0,0,0.165563,21.0265,78.8079,0,105.031,0,0.165563,0.165563,20.1987,78.1457,1.3245,8.8423,100,0,0,0,0,0,0.583381,0,0,0,5.7947,51.8212,42.3841,0.161466,0,2.31788,65.7285,30.9603,0.993378,0,12.8398,13.1997,167.399,0.0686383,0,0,0,2.31788,97.351,0.331126,42.235,0,0.662252,81.457,17.8808,0,0,60.8299,604
21,84:01:02,06/11/2024 14:32,A,Col-0,col0,BP2.7,375.39,3.76942,848.695,38.812,69.2976,112.701,40.8044,5090.09,0.367626,0,0.0888889,0.444444,10.7556,88.7111,0,102.979,0.0888889,0.0888889,0.177778,28,71.6444,0,8.58713,100,0,0,0,0,0,0.599411,0,0,0,2.84444,41.7778,55.3778,0.200717,0,0.355556,54.2222,42.5778,2.84444,0,13.5595,13.7134,329.396,0.0809798,0,0,0,0.355556,99.1111,0.533333,45.9774,0,0.533333,66.8444,32.6222,0,0,61.3399,1125
23,84:01:02,08/11/2024 11:04,A,Col-0,col0,BP2.7,549.267,5.54899,1562.22,31.3394,85.8777,152.272,51.965,8750.25,0.37359,0.0618429,0.185529,0.680272,9.40012,89.6722,0,103.59,0,0.185529,0.0618429,24.1187,75.0155,0.618429,8.25318,100,0,0,0,0,0,0.620259,0,0,0,1.54607,29.5609,68.893,0.199096,0.247372,0.494743,52.0099,45.3927,1.85529,0,15.9308,16.1375,489.59,0.0742162,0,0.0618429,0.185529,0.494743,98.9487,0.309215,46.5916,0,0.680272,63.6982,35.6215,0,0,63.0451,1617
26,84:01:02,11/11/2024 10:30,A,Col-0,col0,BP2.7,872.733,14.039,2338.02,33.5429,80.2347,188.454,67.5233,21488.4,0.352728,0,0.0759013,1.44213,16.3188,82.1632,0,106.762,0,0.189753,0.948767,10.5503,87.5522,0.759013,8.1713,100,0,0,0,0,0,0.643559,0,0,0,2.20114,15.2941,82.5047,0.140787,0.0379507,1.89753,76.0531,21.4421,0.56926,0,24.622,25.2019,784.237,0.051346,0,0,0,1.93548,97.7609,0.303605,41.7913,0,1.66983,81.4421,16.888,0,0,63.9772,2635
19,84:02:01,04/11/2024 14:13,A,Col-0,col0,BP3.1,103.742,5.70713,223.914,40.7566,48.6584,61.3145,25.0639,1182.73,0.339304,0,0,1.8018,17.4174,80.7808,0,102.057,0,0.600601,0.3003,33.9339,64.8649,0.3003,8.83675,100,0,0,0,0,0,0.558842,0,0,0,9.60961,60.961,29.4294,0.185149,0,1.5015,59.1592,38.4384,0.900901,0,11.4007,11.3997,91.2597,0.0864932,0,0,0,1.5015,97.2973,1.2012,42.6951,0,2.1021,78.0781,19.8198,0,0,61.603,333
21,84:02:01,06/11/2024 14:32,A,Col-0,col0,BP3.1,205.094,6.52621,497.562,35.7423,64.5445,90.2108,33.1035,2578.28,0.360117,0,0.15873,0.47619,15.3968,83.9683,0,103.572,0.15873,0.15873,0.15873,25.2381,74.127,0.15873,8.30512,100,0,0,0,0,0,0.596896,0,0,0,2.85714,44.9206,52.2222,0.187639,0,1.11111,56.0317,41.1111,1.74603,0,12.5712,12.6027,177.84,0.0769827,0,0,0,1.11111,98.5714,0.31746,44.6768,0,2.22222,67.3016,30.4762,0,0,60.1243,630
23,84:02:01,08/11/2024 11:04,A,Col-0,col0,BP3.1,384.698,4.51327,947.344,35.9487,78.1257,117.506,42.4264,4442.92,0.345396,0,0,0.873362,21.2227,77.9039,0,101.472,0,0.0873362,0.436681,36.8559,62.6201,0,8.96776,100,0,0,0,0,0,0.573379,0,0,0,4.71616,59.738,35.5459,0.200123,0,0.262009,52.9258,45.3275,1.48472,0,11.5491,11.7165,340.558,0.0873452,0,0,0,0.262009,99.3013,0.436681,43.9009,0,1.9214,71.8777,26.2009,0,0,62.2832,1145
26,84:02:01,11/11/2024 10:30,A,Col-0,col0,BP3.1,747.179,7.15611,2132.47,30.5555,67.3181,180.665,66.3807,11502.6,0.346385,0.178731,0.670241,0.848972,20.7328,77.5693,0,103.335,0.402145,0.402145,0.446828,22.2967,76.1394,0.312779,8.2046,100,0,0,0,0,0,0.616284,0,0,0,3.66399,27.0331,69.3029,0.176438,0,0.580876,62.1984,36.1483,1.07239,0,15.3947,15.5829,651.586,0.0692862,0,0,0,0.580876,98.2574,1.16175,43.0686,0,1.25112,74.8883,23.8159,0.0446828,0,60.7003,2238
19,84:02:02,04/11/2024 14:13,A,Col-0,col0,BP3.2,0,,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0
21,84:02:02,06/11/2024 14:32,A,Col-0,col0,BP3.2,0,,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0
23,84:02:02,08/11/2024 11:04,A,Col-0,col0,BP3.2,0,,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0
26,84:02:02,11/11/2024 10:30,A,Col-0,col0,BP3.2,0,,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,0
19,85:01:01,04/11/2024 14:15,A,Col-0,col0,BP3.3,121.715,2.78654,236.883,44.8323,78.75,59.6064,21.6333,1514.71,0.334006,0,0.514139,0.771208,23.6504,75.0643,0,102.092,0.257069,0,1.28535,28.7918,68.8946,0.771208,8.42054,100,0,0,0,0,0,0.568892,0,0,0,7.96915,53.9846,38.0463,0.179615,0,0.771208,61.6967,36.7609,0.771208,0,12.4447,12.5085,106.2,0.0822455,0,0,0,0.771208,97.6864,1.54242,41.9994,0,1.02828,84.5758,14.3959,0,0,60.7528,389
21,85:01:01,06/11/2024 14:34,A,Col-0,col0,BP3.3,160.561,3.17386,282.25,47.1922,78.0116,64.0241,21.8073,2150.26,0.366503,0,0,1.23711,13.1959,85.567,0,100.744,0,0.206186,0.206186,47.4227,51.134,1.03093,8.19044,100,0,0,0,0,0,0.581431,0,0,0,7.42268,44.7423,47.8351,0.23426,0,1.4433,33.4021,61.0309,4.12371,0,13.3922,13.4336,133.2,0.0949376,0,0,0,1.4433,97.9381,0.618557,47.5826,0,2.26804,54.0206,43.7113,0,0,56.0559,485
23,85:01:01,08/11/2024 11:07,A,Col-0,col0,BP3.3,185.926,4.56301,572.039,28.7918,66.0601,96.9689,33.6535,2602.17,0.361755,0,0,0,16.0066,83.9934,0,103.229,0,0,0,27.3927,72.1122,0.49505,8.02888,100,0,0,0,0,0,0.61204,0,0,0,4.78548,26.0726,69.1419,0.193087,0,0.825082,57.2607,40.5941,1.32013,0,13.9958,14.0992,164.7,0.0747456,0,0,0,0.825082,99.1749,0,45.0615,0,0.825082,73.4323,25.5776,0.165017,0,62.3539,606
26,85:01:01,11/11/2024 10:33,A,Col-0,col0,BP3.3,349.55,11.1108,1044.37,28.3003,56.3094,140.161,54.8106,7533.44,0.370325,0,0.178571,1.16071,11.1607,87.5,0,103.753,0.0892857,0.0892857,0.714286,22.5,76.1607,0.446429,7.83216,100,0,0,0,0,0,0.641641,0,0,0,3.21429,16.875,79.9107,0.19068,0,0.803571,57.9464,39.1071,2.14286,0,21.5518,21.5991,295.559,0.0682845,0,0,0,0.803571,99.0179,0.178571,45.7553,0,1.60714,67.5,30.8036,0.0892857,0,57.7293,1120
19,85:01:02,04/11/2024 14:15,A,Col-0,col0,BP3.4,232.989,4.53747,487.086,41.5736,77.1685,85.3332,30.8869,2908.2,0.344458,0,0,0,20.1705,79.8295,0,104.827,0,0,0.142045,23.7216,75.2841,0.852273,8.627,100,0,0,0,0,0,0.58919,0,0,0,3.125,49.0057,47.8693,0.160659,0,2.98295,63.9205,33.0966,0,0,12.4821,12.6023,202.499,0.0698851,0,0,0,2.98295,96.875,0.142045,41.9968,0,1.27841,80.8239,17.8977,0,0,60.3581,704
21,85:01:02,06/11/2024 14:34,A,Col-0,col0,BP3.4,404.361,6.40524,796.68,43.1535,77.2489,108.724,39.5545,5875.73,0.354782,0,0.170648,0.255973,17.2355,82.3379,0,103.569,0,0.170648,0.255973,30.3754,68.686,0.511945,8.85605,100,0,0,0,0,0,0.592172,0,0,0,4.77816,45.7338,49.4881,0.183095,0,1.70648,56.6553,40.4437,1.19454,0,14.5309,14.9289,343.795,0.0758602,0,0,0,1.70648,97.8669,0.426621,44.0302,0,1.70648,71.9283,26.3652,0,0,58.2357,1172
23,85:01:02,08/11/2024 11:07,A,Col-0,col0,BP3.4,515.368,8.12855,1418.22,32.1989,82.784,141.009,49.9552,9470.32,0.358809,0,0,0.316456,14.1139,85.5696,0,105.924,0,0.0632911,0.0632911,17.0886,82.0886,0.696203,8.30512,100,0,0,0,0,0,0.626351,0,0,0,1.32911,23.9873,74.6835,0.15771,0,2.46835,67.9114,28.5443,1.07595,0,18.3758,18.5992,456.651,0.0600558,0,0,0,2.46835,97.2785,0.253165,43.169,0,0.949367,77.0253,22.0253,0,0,62.3845,1580
26,85:01:02,11/11/2024 10:33,A,Col-0,col0,BP3.4,853.762,9.6737,2201.23,34.4499,69.6983,188.612,66.6945,18278.4,0.342368,0,0.504854,0.38835,24.233,74.8738,0,108.516,0.23301,0.38835,0.271845,7.06796,90.5243,1.51456,8.21753,100,0,0,0,0,0,0.652538,0,0,0,1.08738,13.3592,85.5534,0.119484,0,4.58252,78.9515,15.9223,0.543689,0,21.4092,22.1991,758.321,0.0427312,0,0,0,4.58252,94.7961,0.621359,39.947,0,2.91262,83.8058,13.2816,0,0,62.6512,2575
19,85:02:01,04/11/2024 14:15,A,Col-0,col0,BP3.5,38.0079,2.37469,1428.81,2.22983,35.2574,165.993,69.1563,547.438,0.137923,3.84615,41.7582,2.1978,1.0989,51.0989,0,67.6261,5.49451,2.1978,0,7.69231,44.5055,40.1099,10.6783,97.2527,0,2.74725,0,0,0,0.489491,0,0,0,47.2527,23.6264,29.1209,0.107497,0,21.4286,52.7473,25.8242,0,0,14.4033,14.4023,31.8601,0.0461441,0,0,0.549451,20.8791,76.3736,2.1978,32.4867,0,41.2088,43.4066,15.3846,0,0,56.9545,182
21,85:02:01,06/11/2024 14:34,A,Col-0,col0,BP3.5,103.792,4.79971,311.375,29.6555,84.9079,67.3509,22.49,1681.54,0.365341,0,0,0,13.764,86.236,0,106.147,0,0,0,14.0449,85.1124,0.842697,8.03141,100,0,0,0,0,0,0.610895,0,0,0,1.96629,37.9213,60.1124,0.163109,0,2.52809,64.0449,32.8652,0.561798,0,16.2011,16.2003,92.3398,0.0664943,0,0,0,2.52809,96.9101,0.561798,43.9851,0,0.561798,73.8764,25.5618,0,0,62.83,356
23,85:02:01,08/11/2024 11:07,A,Col-0,col0,BP3.5,241.177,11.3918,565.031,39.5663,73.997,91.0794,32.2552,5160.43,0.340426,0,0.126263,1.26263,25.2525,73.3586,0,105.408,0,0,0.50505,19.5707,78.4091,1.51515,8.7162,100,0,0,0,0,0,0.589976,0,0,0,6.56566,41.1616,52.2727,0.156363,0,3.53535,65.2778,30.6818,0.50505,0,21.3969,21.5992,223.562,0.0660353,0,0,0,3.53535,95.9596,0.50505,41.3429,0,3.40909,75.8838,20.7071,0,0,67.9645,792
26,85:02:01,11/11/2024 10:33,A,Col-0,col0,BP3.5,420.028,31.2276,893.875,40.6968,67.3041,122.916,46.1376,17118.2,0.315441,0.0793651,0.47619,1.26984,34.9206,63.254,0,104.594,0.15873,0,0.47619,21.0317,76.8254,1.50794,9.2583,100,0,0,0,0,0,0.59141,0,0,0,5.07937,45.5556,49.3651,0.141929,0,2.46032,74.127,23.254,0.15873,0,40.755,41.2397,363.779,0.0615625,0,0,0,2.46032,97.1429,0.396825,38.4657,0,5,86.5873,8.4127,0,0,60.0058,1260
19,85:02:02,04/11/2024 14:15,A,Col-0,col0,BP3.6,33.6652,1.76518,76.875,38.6341,85.8975,34.434,12,300.572,0.330537,0,0,1.5873,19.8413,78.5714,0,104.455,0,1.5873,0,21.4286,76.1905,0.793651,9.07197,100,0,0,0,0,0,0.538288,0,0,0,6.34921,76.9841,16.6667,0.156519,0,3.96825,60.3175,35.7143,0,0,8.92826,9.00226,29.7,0.0778226,0,0,0,3.96825,94.4444,1.5873,40.698,0,1.5873,84.9206,13.4921,0,0,61.91,126
21,85:02:02,06/11/2024 14:34,A,Col-0,col0,BP3.6,68.6684,1.2,169.031,36.5259,73.0589,53.4404,18.6387,659.31,0.352078,0,0,0,16.6667,83.3333,0,104.78,0,0,0,25.6757,73.8739,0.45045,9.17813,100,0,0,0,0,0,0.567297,0,0,0,4.95496,62.6126,32.4324,0.169376,0,3.15315,61.2613,35.5856,0,0,9.60135,9.60035,61.7402,0.0775158,0,0,0,3.15315,96.8468,0,43.1344,0,0,81.5315,18.4685,0,0,64.0399,222
23,85:02:02,08/11/2024 11:07,A,Col-0,col0,BP3.6,147.59,4.94576,347.438,36.11,66.2789,74.6792,28.5047,1769.94,0.370063,0,0,0.653595,12.4183,86.9281,0,104.126,0,0,0.43573,25.0545,73.4205,1.08932,8.25807,100,0,0,0,0,0,0.593278,0,0,0,4.3573,42.4837,53.159,0.19205,0,3.26797,51.4161,43.3551,1.96078,0,11.9922,11.9992,125.46,0.0785638,0,0,0,3.26797,96.2963,0.43573,45.8898,0,0.87146,65.3595,33.7691,0,0,58.2168,459
26,85:02:02,11/11/2024 10:33,A,Col-0,col0,BP3.6,391.667,16.9837,735.625,45.0714,47.6822,114.612,44.8036,9248.92,0.366285,0,0,0.44287,10.5403,89.0168,0,103.223,0,0,0.088574,29.2294,69.8849,0.797166,8.88616,100,0,0,0,0,0,0.593141,0,0,0,2.92294,47.0328,50.0443,0.198954,0,1.15146,50.4872,46.6785,1.68291,0,23.6143,23.9991,331.557,0.08139,0,0,0,1.15146,98.5828,0.265722,45.8293,0,1.06289,64.3933,34.5438,0,0,57.8358,1129
19,86:01:01,04/11/2024 14:18,A,Col-0,col0,BP3.7,142.505,5.88163,998.633,12.7254,29.6984,143.617,60.7898,2369.02,0.313039,0.204918,8.60656,0.409836,14.3443,76.4344,0,101.805,1.84426,0.614754,0,23.3607,67.6229,6.55738,8.92572,99.1803,0,0.819672,0,0,0,0.569945,0,0,0,11.2705,42.623,46.1066,0.172148,0,5.53279,53.8934,39.959,0.614754,0,16.6241,16.7993,127.08,0.0730115,0,0,0,5.53279,94.2623,0.204918,42.0088,0,8.40164,68.0328,23.5656,0,0,63.0943,488
21,86:01:01,06/11/2024 14:39,A,Col-0,col0,BP3.7,280.686,7.05883,1432.8,17.1984,42.0448,160.884,63.8824,5201.64,0.340842,0.32967,5.16483,0.659341,10.7692,83.0769,0,102.197,0.769231,0.43956,0.21978,26.044,68.022,4.50549,8.63094,99.1209,0,0.879121,0,0,0,0.592007,0,0,0,5.49451,39.011,55.4945,0.190381,0,3.62637,48.5714,46.9231,0.879121,0,18.5319,18.5993,246.419,0.0754832,0,0,0.10989,3.51648,95.8242,0.549451,44.6524,0,5.71429,60.7692,33.5165,0,0,61.3918,910
23,86:01:01,08/11/2024 11:10,A,Col-0,col0,BP3.7,534.381,6.93455,1034.98,46.1042,88.7213,120.921,41.4695,8959.84,0.341835,0,0.0628536,1.06851,21.9359,76.9327,0,101.877,0,0.125707,0.314268,36.7693,62.0365,0.754243,9.20193,100,0,0,0,0,0,0.570709,0,0,0,7.22816,55.5625,37.2093,0.193829,0,1.06851,54.3683,43.1175,1.44563,0,16.7668,16.7938,477.171,0.0848561,0,0,0,1.06851,98.6801,0.251414,43.311,0,2.07417,72.7844,25.1414,0,0,63.2466,1591
26,86:01:01,11/11/2024 10:35,A,Col-0,col0,BP3.7,606.518,13.2751,2240.63,24.0677,50.2295,193.207,80.2207,14828,0.324845,0.526316,2,1.15789,28.1579,68.1579,0,104.521,0.157895,0.210526,0.473684,21.3684,74.5789,3.21053,8.81629,99.7368,0,0.263158,0,0,0,0.612507,0,0,0,7.31579,26.4211,66.2632,0.149859,0,3.26316,69.0526,27.1053,0.578947,0,24.4477,24.5995,539.269,0.059294,0,0,0.0526316,3.21053,96.1579,0.578947,40.508,0,5.10526,79.4211,15.4737,0,0,62.7648,1900
19,86:01:02,04/11/2024 14:18,A,Col-0,col0,KS1.1,117.972,5.74157,288.711,34.9761,72.1843,64.7839,24.6,1391.38,0.363022,0,0,0,10.1333,89.8667,0,103,0,0,0,29.0667,70.9333,0,8.3263,100,0,0,0,0,0,0.577472,0,0,0,2.66667,60,37.3333,0.19516,0,0.533333,52.2667,46.4,0.8,0,11.7941,11.9993,100.98,0.0849305,0,0,0,0.533333,98.9333,0.533333,45.3283,0,0,69.3333,30.6667,0,0,58.8653,375
21,86:01:02,06/11/2024 14:39,A,Col-0,col0,KS1.1,221.592,5.18073,576.18,32.2086,63.6563,95.56,34.7223,2629.82,0.382172,0,0,0.15528,7.6087,92.236,0,103.422,0,0,0.15528,26.5528,73.1366,0.15528,8.29408,100,0,0,0,0,0,0.599273,0,0,0,1.86335,43.323,54.8137,0.209892,0,0.776398,47.6708,48.2919,3.26087,0,11.8679,11.9993,185.579,0.0832783,0,0,0,0.776398,99.0683,0.15528,47.7411,0,0.15528,58.8509,40.9938,0,0,56.8744,644
23,86:01:02,08/11/2024 11:10,A,Col-0,col0,KS1.1,417.599,4.9881,1101.77,32.7394,74.9145,133.13,49.1597,4724.5,0.373954,0,0,0.0838223,9.72339,90.1928,0,103.195,0.0838223,0,0,29.5893,70.2431,0.0838223,8.53482,100,0,0,0,0,0,0.601588,0,0,0,0.922045,44.5935,54.4845,0.206754,0,0.251467,50.461,45.3479,3.93965,0,11.3135,11.3745,360.714,0.0814357,0,0,0,0.251467,99.6647,0.0838223,46.8307,0,0.167645,64.1241,35.6245,0.0838223,0,59.7444,1193
