Day,unit,timestamp,sensor,genotype,g_alias,treatment,3D Leaf Area mm²,Canopy Light Penetration Depth mm,Convex Hull Area mm²,Convex Hull Area Coverage %,Convex Hull Aspect Ratio %,Convex Hull Circumference mm,Convex Hull Maximum Width mm,Digital Biomass mm³,GLI Average ,GLI [-1:-0.2] %,GLI [-0.2:0] %,GLI [0:0.15] %,GLI [0.15:0.3] %,GLI [0.3:0.6] %,GLI [0.6:1] %,Hue Average °,Hue [0:25] %,Hue [25:50] %,Hue [50:75] %,Hue [75:100] %,Hue [100:125] %,Hue [125:360] %,Lightness Average %,Lightness [0:25] %,Lightness [0:0] %,Lightness [25:50] %,Lightness [50:75] %,Lightness [75:100] %,Lightness [100:100] %,NDVI Average ,NDVI [-1:0] %,NDVI [0:0.15] %,NDVI [0.15:0.3] %,NDVI [0.3:0.45] %,NDVI [0.45:0.6] %,NDVI [0.6:1] %,NPCI Average ,NPCI [-1:-0.2] %,NPCI [-0.2:0] %,NPCI [0:0.2] %,NPCI [0.2:0.4] %,NPCI [0.4:0.6] %,NPCI [0.6:1] %,Plant Height Averaged mm,Plant Height Max mm,Projected Leaf Area mm²,PSRI Average ,PSRI [-4:-0.8] %,PSRI [-0.8:-0.4] %,PSRI [-0.4:-0.2] %,PSRI [-0.2:0] %,PSRI [0:0.2] %,PSRI [0.2:4] %,Saturation Average %,Saturation [0:0] %,Saturation [0:25] %,Saturation [25:50] %,Saturation [50:75] %,Saturation [75:100] %,Saturation [100:100] %,Surface Angle Average °,Voxel Volume Total mm³
26,86:01:02,11/11/2024 10:35,A,Col-0,col0,KS1.1,835.928,9.22668,2032.92,35.7702,68.5046,175.336,64.0428,14301.4,0.369614,0,0,0.336559,12.074,87.5894,0,104.899,0,0,0.0420698,19.2259,80.4375,0.294489,8.43481,100,0,0,0,0,0,0.628086,0,0,0,0.336559,24.2322,75.4312,0.180598,0,1.05175,60.4123,36.3483,2.18763,0,17.1084,17.9995,727.18,0.0666827,0,0,0,1.05175,98.822,0.12621,45.1732,0,1.05175,69.2469,29.6592,0.0420698,0,60.4498,2377
19,86:02:01,04/11/2024 14:18,A,Col-0,col0,KS1.2,106.139,3.81689,308.172,31.7744,76.6667,68.3735,24.015,1514.98,0.35283,0,0,0.797872,17.0213,82.1809,0,103.892,0,0.265957,0.531915,21.0106,77.6596,0.531915,8.45751,100,0,0,0,0,0,0.579745,0,0,0,7.44681,47.3404,45.2128,0.172717,0,0.797872,65.1596,34.0426,0,0,14.2736,14.3367,97.9198,0.0760038,0,0,0,0.797872,98.9362,0.265957,43.2965,0,2.39362,78.7234,18.883,0,0,67.3028,376
21,86:02:01,06/11/2024 14:39,A,Col-0,col0,KS1.2,303.104,3.58147,593.609,44.6056,81.8263,92.2639,34.2841,3923.35,0.337427,0,0.224972,1.34983,25.7593,72.6659,0,100.153,0.112486,0.224972,0.899888,40.8324,57.4803,0.449944,9.41091,100,0,0,0,0,0,0.563191,0,0,0,7.1991,62.0922,30.7087,0.205253,0,0.449944,48.0315,50.9561,0.56243,0,12.9439,13.0938,264.783,0.0909004,0,0,0,0.449944,99.4376,0.112486,43.4549,0,3.37458,70.4162,26.2092,0,0,60.8745,889
23,86:02:01,08/11/2024 11:10,A,Col-0,col0,KS1.2,487.217,6.48015,1050.97,40.5907,78.2014,123.097,43.7013,7345.79,0.346178,0,0,0.49054,20.953,78.5564,0,101.211,0.0700771,0,0.420463,39.2432,60.0561,0.210231,8.98732,100,0,0,0,0,0,0.582191,0,0,0,3.85424,54.1696,41.9762,0.202048,0,0.49054,49.6146,49.054,0.840925,0,15.077,15.2997,426.595,0.0855162,0,0,0,0.49054,99.2291,0.280308,44.0913,0,1.68185,70.4976,27.8206,0,0,61.1136,1427
26,86:02:01,11/11/2024 10:35,A,Col-0,col0,KS1.2,886.396,9.96452,2052.72,38.0384,80.7556,167.801,56.1633,17644.5,0.351407,0.154859,0.309717,0.193573,19.0476,80.2942,0,105.837,0.154859,0.193573,0.116144,11.8854,87.108,0.542005,8.44229,100,0,0,0,0,0,0.634941,0,0,0,0.503291,22.6094,76.8873,0.153668,0,1.20015,71.4673,26.5196,0.774293,0.0387147,19.9059,20.1791,780.821,0.0566289,0,0,0,1.20015,98.6837,0.116144,42.357,0,1.20015,79.1328,19.6283,0.0387147,0,61.7523,2583
19,86:02:02,04/11/2024 14:18,A,Col-0,col0,KS1.3,134.673,2.4402,342.031,33.839,83.0715,69.9353,24.956,1350.53,0.331297,0,0,1.14679,26.1468,72.7064,0,102.515,0,0,1.37615,32.1101,65.1376,1.37615,9.00636,100,0,0,0,0,0,0.553971,0,0,0,9.63303,63.0734,27.2936,0.172545,0,1.83486,61.6972,36.0092,0.458716,0,10.0282,10.1993,115.74,0.0811136,0,0,0,1.83486,98.1651,0,41.3958,0,2.06422,82.1101,15.8257,0,0,59.2501,436
21,86:02:02,06/11/2024 14:39,A,Col-0,col0,KS1.3,219.178,4.63499,566.281,34.7106,61.6433,94.5928,33.8136,2863.4,0.359796,0,0,0.719424,17.1223,82.1583,0,103.566,0,0,0.143885,23.741,75.3957,0.719424,8.57024,100,0,0,0,0,0,0.585269,0,0,0,6.18705,47.1942,46.6187,0.186399,0,1.15108,56.1151,41.295,1.43885,0,13.0643,13.1451,196.559,0.0770973,0,0,0,1.15108,98.8489,0,44.556,0,2.01439,68.4892,29.4964,0,0,63.7402,695
23,86:02:02,08/11/2024 11:10,A,Col-0,col0,KS1.3,457.041,8.65092,1126.8,35.8621,79.6192,129.382,45.7458,6704.86,0.365357,0,0,0.147929,15.7544,84.0976,0,104.483,0,0,0.0739645,22.0414,76.7012,1.18343,8.96438,100,0,0,0,0,0,0.591143,0,0,0,5.47337,42.6775,51.8491,0.186507,0,2.21894,55.1035,40.1627,2.51479,0,14.6701,14.8783,404.094,0.0745913,0,0,0,2.21894,97.4852,0.295858,45.077,0,1.40533,66.1982,32.3965,0,0,62.148,1352
26,86:02:02,11/11/2024 10:35,A,Col-0,col0,KS1.3,931.297,8.48252,2169.34,38.1174,67.6448,178.991,66.321,13913,0.362789,0,0.0367242,0.293794,17.2604,82.4091,0,104.626,0.0367242,0.0367242,0.146897,20.1983,79.0672,0.514139,8.81988,100,0,0,0,0,0,0.615368,0,0,0,3.01138,31.8032,65.1855,0.17951,0,1.28535,59.6768,36.7242,2.31362,0,14.9394,15.1031,826.897,0.0672708,0,0,0,1.28535,98.6779,0.0367242,44.492,0,1.65259,68.8212,29.4161,0.110173,0,62.6127,2723
19,87:01:01,04/11/2024 14:21,A,Col-0,col0,KS1.4,156.863,3.40027,430.93,33.5415,84.7159,78.2671,26.5631,1882.61,0.350564,0,0,0.186567,14.9254,84.8881,0,106.19,0.186567,0,0,12.3134,86.9403,0.559702,8.56636,100,0,0,0,0,0,0.593547,0,0,0,4.29104,46.0821,49.6269,0.146417,0,0.932836,76.1194,22.9478,0,0,12.0017,12.0007,144.54,0.063452,0,0,0,0.932836,98.8806,0.186567,41.8126,0,0.373134,86.5672,13.0597,0,0,67.1374,536
21,87:01:01,06/11/2024 14:41,A,Col-0,col0,KS1.4,343.357,5.49914,826.734,37.2305,80.0944,108.53,39.4406,4022.61,0.369169,0,0.188147,0.658514,9.50141,89.6519,0,102.673,0.0940734,0.0940734,0.28222,27.4694,71.778,0.28222,8.78752,100,0,0,0,0,0,0.592881,0,0,0,2.63405,50.1411,47.2248,0.2061,0,0.470367,50.3293,47.5071,1.69332,0,11.7155,11.9073,307.797,0.0840377,0,0,0,0.470367,99.3415,0.188147,46.3759,0,1.4111,65.0047,33.5842,0,0,63.6936,1063
23,87:01:01,08/11/2024 11:13,A,Col-0,col0,KS1.4,575.437,13.1402,1436.76,35.6045,73.0873,146.024,52.5437,11074.4,0.371541,0,0,0.235156,12.9336,86.8313,0,102.83,0,0,0.235156,27.7484,71.5462,0.470312,8.63504,100,0,0,0,0,0,0.60238,0,0,0,3.99765,35.4497,60.5526,0.208254,0,0.470312,49.9118,46.5021,3.11581,0,19.2453,19.7999,511.551,0.0814075,0,0,0.0587889,0.411523,99.2945,0.235156,46.7033,0,0.705467,60.9641,38.3304,0,0,62.7462,1701
26,87:01:01,11/11/2024 10:38,A,Col-0,col0,KS1.4,775.406,28.3713,2183.59,31.8842,76.658,185.39,64.4798,28339.9,0.359442,0,0.642673,0.299914,11.868,87.1894,0,104.587,0.0428449,0.0428449,0.0856898,18.8518,80.2485,0.728363,8.52366,100,0,0,0,0,0,0.622166,0,0,0,0.814053,28.6632,70.5227,0.17527,0.342759,0.814053,62.2108,36.0754,0.556984,0,36.5484,36.8993,696.222,0.0657002,0,0.0856898,0.17138,0.899743,98.8003,0.0428449,44.255,0,1.28535,74.6787,24.036,0,0,63.8832,2334
19,87:01:02,04/11/2024 14:21,A,Col-0,col0,KS1.5,118.749,4.73744,369.891,28.1758,72.4189,75.7528,28.2446,995.913,0.367104,0,0,0,7.06806,92.9319,0,102.774,0,0,0,33.2461,66.4921,0.26178,8.94068,100,0,0,0,0,0,0.558435,0,0,0,5.49738,73.2984,21.2042,0.204663,0,0.52356,48.1675,49.4764,1.83246,0,8.38673,8.40067,104.22,0.0929208,0,0,0,0.52356,98.9529,0.52356,46.1632,0,0,69.8953,30.1047,0,0,61.3595,382
21,87:01:02,06/11/2024 14:41,A,Col-0,col0,KS1.5,198.874,5.18586,511.734,33.2398,69.0817,89.3335,31.6809,1649.26,0.394056,0,0,0.163934,5.90164,93.9344,0,102.941,0,0,0,29.0164,70.8197,0.163934,8.08051,100,0,0,0,0,0,0.607664,0,0,0,1.14754,38.3607,60.4918,0.226994,0,0.327869,40,56.0656,3.60656,0,8.29299,8.36309,170.099,0.0869334,0,0,0,0.327869,99.3443,0.327869,49.6247,0,0,49.8361,50.1639,0,0,58.7937,610
23,87:01:02,08/11/2024 11:13,A,Col-0,col0,KS1.5,382.409,7.87608,891.547,37.108,54.6055,124.447,47.0455,3882.24,0.388971,0,0,0.0912409,5.38321,94.5256,0,103.565,0,0,0.0912409,25.2737,74.635,0,8.38435,100,0,0,0,0,0,0.616006,0,0,0,0.638686,31.6606,67.7007,0.213798,0,0.912409,44.3431,51.0949,3.64964,0,10.1521,10.1999,330.835,0.0800129,0,0,0,0.912409,99.0876,0,48.5341,0,0.273723,55.8394,43.8869,0,0,59.8985,1096
26,87:01:02,11/11/2024 10:38,A,Col-0,col0,KS1.5,711.161,13.8913,1791.55,34.2399,69.446,164.262,58.702,11940.3,0.381611,0.049505,0.49505,0,5.79208,93.6634,0,102.988,0,0,0,29.0594,70.297,0.643564,8.60395,100,0,0,0,0,0,0.609144,0,0,0,1.33663,39.5545,59.1089,0.216581,0.049505,0.891089,43.6139,52.1287,3.31683,0,16.7899,17.3993,613.424,0.0827105,0,0,0.049505,0.891089,98.9604,0.0990099,48.2021,0,0.594059,57.8713,41.5347,0,0,59.6077,2020
19,87:02:01,04/11/2024 14:21,A,Col-0,col0,KS1.6,17.5296,1.32861,24.1094,64.2075,33.3333,21.6237,9.17824,150.189,0.282494,0,0,4.6875,53.125,42.1875,0,98.4932,0,0,4.6875,42.1875,53.125,0,8.37749,100,0,0,0,0,0,0.531038,0,0,0,6.25,79.6875,14.0625,0.16602,0,0,60.9375,39.0625,0,0,8.56778,8.62215,15.48,0.0857589,0,0,0,0,100,0,36.4605,0,4.6875,92.1875,3.125,0,0,62.0155,64
21,87:02:01,06/11/2024 14:41,A,Col-0,col0,KS1.6,110.012,2.47734,206.641,46.6897,82.6992,55.8828,19.0683,989.76,0.323876,0,0,1.67131,34.2618,64.0668,0,97.9137,0,0,0.557103,62.6741,36.4902,0.278552,9.04045,100,0,0,0,0,0,0.534227,0,0,0,11.4206,70.7521,17.8273,0.21856,0,0.557103,39.8329,58.2173,1.39276,0,8.99682,8.99934,96.4799,0.104904,0,0,0,0.557103,98.0501,1.39276,42.9021,0,3.06407,74.9304,22.0056,0,0,61.2811,359
23,87:02:01,08/11/2024 11:13,A,Col-0,col0,KS1.6,237.661,3.09595,483.828,42.8211,86.847,82.8233,29.6864,2249.23,0.339082,0,0,0,26.8156,73.1844,0,100.531,0,0,0.418994,46.0894,53.4916,0,9.53815,100,0,0,0,0,0,0.547561,0,0,0,6.70391,71.229,22.067,0.206941,0,0.558659,49.7207,47.7654,1.95531,0,9.46403,9.59994,207.181,0.0959217,0,0,0,0.558659,98.6034,0.837989,43.7006,0,0.418994,72.067,27.514,0,0,60.6613,716
26,87:02:01,11/11/2024 10:38,A,Col-0,col0,KS1.6,377.482,10.2485,1178.81,27.6075,74.2787,133.435,47.9437,6203.55,0.378536,0,0,0.264784,8.56134,91.1739,0,103.45,0,0.0882613,0.176523,21.8005,77.8464,0.0882613,8.08256,100,0,0,0,0,0,0.623263,0,0,0,1.85349,24.5366,73.6099,0.203816,0,0.441306,50.8385,46.0724,2.55958,0.0882613,16.4341,16.6399,325.44,0.0756649,0,0,0,0.441306,99.0291,0.529568,47.0952,0,0.176523,65.2251,34.4219,0.176523,0,59.556,1133
19,87:02:02,04/11/2024 14:21,A,Col-0,col0,KS1.7,146.077,8.28603,428.766,30.3102,88.7206,78.8051,27.8403,2259.02,0.351134,0,0,0.632911,14.9789,84.3882,0,103.942,0,0.21097,0,25.3165,74.2616,0.21097,9.11762,100,0,0,0,0,0,0.569964,0,0,0,6.32911,59.9156,33.7553,0.174216,0,1.68776,66.0338,30.8017,1.47679,0,15.4646,15.6007,129.96,0.0782952,0,0,0,1.68776,97.4684,0.843882,43.2289,0,0.843882,80.5907,18.5654,0,0,62.8302,474
21,87:02:02,06/11/2024 14:41,A,Col-0,col0,KS1.7,274.536,11.2998,758.875,31.9499,83.7516,105.849,36.5015,5321.45,0.364967,0,0,0.2331,14.1026,85.6643,0,105.507,0,0,0.2331,16.2005,83.1002,0.4662,8.83429,100,0,0,0,0,0,0.59744,0,0,0,3.84615,42.7739,53.38,0.167929,0,1.3986,63.8695,34.3823,0.34965,0,19.3834,19.7993,242.459,0.0686393,0,0,0,1.3986,98.2517,0.34965,44.1772,0,0.699301,72.8438,26.4569,0,0,62.0254,858
23,87:02:02,08/11/2024 11:13,A,Col-0,col0,KS1.7,509.822,11.7304,1125.5,38.5742,80.5884,130.653,46.2156,9196,0.370592,0,0,0.405132,13.707,85.8879,0,103.363,0,0,0.33761,26.4686,72.5861,0.607697,9.0748,100,0,0,0,0,0,0.59525,0,0,0,4.99662,40.9183,54.0851,0.201676,0,1.01283,50.6415,45.7799,2.56583,0,18.0377,18.2008,434.153,0.0803794,0,0,0,1.01283,98.5145,0.472654,46.2809,0,1.28292,63.0655,35.5841,0.0675219,0,58.3844,1481
26,87:02:02,11/11/2024 10:38,A,Col-0,col0,KS1.7,580.068,9.59826,2163.97,23.0659,75.4504,181.507,69.4602,10522.4,0.390744,0,0.11534,0.17301,5.76701,93.9446,0,104.255,0,0.0576701,0.11534,19.9539,79.4694,0.403691,8.03248,100,0,0,0,0,0,0.641619,0,0,0,2.01845,15.917,82.0646,0.203726,0,0.865052,50.2883,45.6747,3.11419,0.0576701,18.1399,18.3569,499.14,0.0714535,0,0,0,0.865052,98.7313,0.403691,48.2713,0,0.576701,57.9008,41.3495,0.17301,0,59.3702,1734
19,88:01:01,04/11/2024 14:24,A,Col-0,col0,KS2.1,293.851,6.43629,596.703,43.2579,85.3172,93.2372,33.1306,4244.55,0.335253,0,0,0.455063,22.7531,76.7918,0,100.867,0,0,0.227531,41.6382,58.1342,0,9.04755,100,0,0,0,0,0,0.564565,0,0,0,5.11945,65.8703,29.0102,0.196695,0,0.227531,55.8589,43.3447,0.568828,0,14.4446,14.5385,258.121,0.0889819,0,0,0,0.227531,99.3174,0.455063,42.8195,0,2.16155,79.0671,18.7713,0,0,61.4498,879
21,88:01:01,06/11/2024 14:44,A,Col-0,col0,KS2.1,423.401,10.4938,923.945,39.9369,62.4662,122.544,48.0337,8465.89,0.347402,0,0,0.392157,24.2353,75.3726,0,105.601,0,0,0.156863,14.902,84.3137,0.627451,8.83606,100,0,0,0,0,0,0.609383,0,0,0,2.7451,37.8824,59.3725,0.154437,0,1.4902,71.1373,26.9804,0.392157,0,19.9949,20.2366,368.995,0.0613347,0,0,0,1.4902,98.4314,0.0784314,41.8592,0,2.58824,78.0392,19.3725,0,0,60.634,1275
23,88:01:01,08/11/2024 11:15,A,Col-0,col0,KS2.1,860.16,6.96856,1956.07,39.3563,69.1618,172.786,63.3533,15101.6,0.358788,0,0.436335,0.555335,17.2154,81.7929,0,102.369,0.158667,0.357001,0.238001,26.6561,72.3126,0.277668,8.73865,100,0,0,0,0,0,0.602906,0,0,0,4.60135,36.4538,58.9449,0.199417,0,0.0793336,53.2328,44.4665,2.22134,0,17.5568,17.8092,769.837,0.0791871,0,0,0,0.0793336,99.0877,0.833003,45.1729,0,0.674336,70.3689,28.8774,0.0793336,0,63.51,2521
26,88:01:01,11/11/2024 10:40,A,Col-0,col0,KS2.1,1463.6,6.35909,3402,39.0176,79.1414,221.284,74.3855,28973.3,0.344747,0.232721,0.488713,1.67559,21.1543,76.4487,0,104.703,0.139632,0.698161,0.698161,14.1261,83.6165,0.721434,8.61757,99.7673,0,0.232721,0,0,0,0.626713,0,0,0,2.23412,25.7389,72.027,0.160588,0,1.07051,69.2809,27.973,1.67559,0,19.796,20.4257,1327.38,0.0603624,0,0,0,1.07051,98.2779,0.651617,42.1556,0,3.35118,75.6109,20.9914,0.0465441,0,65.0783,4297
19,88:01:02,04/11/2024 14:24,A,Col-0,col0,KS2.2,97.6441,2.87913,248.219,35.3881,65.206,61.418,23.3384,1410.54,0.345917,0,0,0,16.1392,83.8608,0,103.05,0,0,0,30.0633,69.9367,0,9.39125,100,0,0,0,0,0,0.555648,0,0,0,6.96203,68.6709,24.3671,0.180814,0,0.316456,57.9114,41.4557,0.316456,0,14.4457,14.4447,87.8399,0.0852041,0,0,0,0.316456,99.6835,0,43.0468,0,0.316456,80.0633,19.6203,0,0,64.1038,316
21,88:01:02,06/11/2024 14:44,A,Col-0,col0,KS2.2,189.694,4.78871,379.602,44.2884,58.6136,76.2883,29.6196,3049.94,0.356297,0,0,0.344828,15.5172,84.1379,0,103.5,0,0,0.344828,26.8966,72.2414,0.517241,9.02727,100,0,0,0,0,0,0.580153,0,0,0,4.65517,51.5517,43.7931,0.185504,0,0.689655,56.8966,41.8966,0.517241,0,16.0782,16.1549,168.119,0.0785598,0,0,0,0.689655,99.3103,0,44.2165,0,0.344828,70.1724,29.4828,0,0,62.4072,580
23,88:01:02,08/11/2024 11:15,A,Col-0,col0,KS2.2,325.033,7.25468,840.43,34.1179,60.5769,115.114,42.4603,6375.47,0.364371,0,0,0.102041,17.449,82.449,0,103.664,0,0.102041,0,23.0612,76.4286,0.408163,8.59606,100,0,0,0,0,0,0.599564,0,0,0,2.44898,42.6531,54.898,0.190821,0,0.816327,54.7959,42.7551,1.63265,0,19.6148,19.7857,286.737,0.0758929,0,0,0,0.816327,99.0816,0.102041,45.1729,0,0.714286,66.1225,33.1633,0,0,61.9064,980
26,88:01:02,11/11/2024 10:40,A,Col-0,col0,KS2.2,635.732,8.06413,1806.48,31.4659,79.9912,167.081,56.6198,13179.9,0.361624,0,0.365154,0.678143,17.6317,81.325,0,105.368,0.208659,0.469484,0.260824,15.3886,83.0986,0.573813,8.4721,99.9478,0,0.0521648,0,0,0,0.631553,0,0,0,1.30412,25.9259,72.77,0.169119,0,2.13876,64.3193,30.6208,2.92123,0,20.7319,20.9636,568.427,0.0614258,0,0,0,2.13876,97.1831,0.678143,44.0134,0,1.56495,69.953,28.482,0,0,63.3988,1917
19,88:02:01,04/11/2024 14:24,A,Col-0,col0,KS2.3,108.917,4.72778,245.328,39.8405,54.7186,63.0399,25.807,1888.9,0.366288,0,0,0,12.2222,87.7778,0,101.825,0,0,0,37.5,62.5,0,8.14899,100,0,0,0,0,0,0.582187,0,0,0,2.22222,54.1667,43.6111,0.213087,0,0,48.6111,50.2778,1.11111,0,17.3426,17.4447,97.74,0.0905375,0,0,0,0,99.7222,0.277778,46.4693,0,0.277778,65,34.7222,0,0,63.8156,360
21,88:02:01,06/11/2024 14:44,A,Col-0,col0,KS2.3,237.716,2.47449,465.062,46.3683,52.4803,88.0767,34.1157,3273.66,0.347113,0,0,0,20.1872,79.8128,0,99.9668,0,0,0.13369,50.1337,49.5989,0.13369,9.3953,100,0,0,0,0,0,0.550708,0,0,0,8.42246,69.5187,22.0588,0.221163,0,0.26738,42.246,54.9465,2.54011,0,13.7713,13.8428,215.641,0.100421,0,0,0,0.26738,99.3316,0.40107,45.1295,0,0.26738,71.5241,28.0749,0.13369,0,65.1115,748
23,88:02:01,08/11/2024 11:15,A,Col-0,col0,KS2.3,340.319,5.16036,937.781,33.3208,66.8501,118.923,43.9477,5624.21,0.360215,0,0,0,15.4139,84.5861,0,103.795,0,0,0,23.216,76.6889,0.0951475,8.87698,100,0,0,0,0,0,0.595823,0,0,0,3.6156,45.4805,50.9039,0.185247,0,0.190295,60.6089,37.8687,1.33206,0,16.5263,16.6294,312.477,0.0757,0,0,0,0.190295,99.1437,0.666032,44.505,0,0.38059,73.2636,26.3559,0,0,66.6633,1051
26,88:02:01,11/11/2024 10:40,A,Col-0,col0,KS2.3,552.272,9.43682,1748.52,27.2284,69.243,162.344,58.3483,11655.7,0.369755,0,0,0.547778,9.19051,90.2617,0,104.547,0,0,0.121729,18.5636,81.1929,0.121729,8.15302,100,0,0,0,0,0,0.63114,0,0,0,1.03469,23.4936,75.4717,0.179686,0,0.547778,60.3774,38.3445,0.730371,0,21.105,21.3412,476.093,0.0664655,0,0,0,0.547778,99.4522,0,45.1504,0,1.39988,71.5764,27.0237,0,0,59.5495,1643
19,88:02:02,04/11/2024 14:24,A,Col-0,col0,KS2.4,160.181,6.23286,331.25,40.1025,67.3038,71.0514,25.9738,1886.47,0.356228,0,0,0.601202,15.6313,83.7675,0,102.421,0,0,0.601202,35.0701,63.7275,0.601202,8.74955,100,0,0,0,0,0,0.547302,0,0,0,12.4248,60.521,27.0541,0.200507,0,2.00401,49.6994,46.0922,2.20441,0,11.7771,11.8994,132.84,0.0925243,0,0,0,2.00401,94.99,3.00601,45.0679,0,1.2024,67.7355,31.0621,0,0,56.0271,499
21,88:02:02,06/11/2024 14:44,A,Col-0,col0,KS2.4,313.659,7.81853,691.391,39.5462,78.8323,101.459,36.2243,4227.94,0.352488,0,0,0.212993,19.1693,80.6177,0,102.162,0,0,0.212993,37.0607,62.0873,0.638978,9.67451,100,0,0,0,0,0,0.555697,0,0,0,7.24175,69.2226,23.5357,0.20323,0,1.49095,50.3727,45.0479,3.08839,0,13.4794,13.6117,273.419,0.0911411,0,0,0,1.49095,98.1896,0.319489,44.7413,0,1.70394,67.8381,30.4579,0,0,60.6573,939
23,88:02:02,08/11/2024 11:15,A,Col-0,col0,KS2.4,507.202,6.84573,1349.66,31.7278,70.0229,144.703,52.4202,7999.92,0.369082,0,0.0683995,0.820793,11.6963,87.4145,0,103.061,0,0.341997,0.341997,26.7442,72.2982,0.273598,8.87405,100,0,0,0,0,0,0.593692,0,0,0,4.58276,40.9029,54.5144,0.201596,0,0.547196,53.2832,42.6129,3.55677,0,15.7727,16.1956,428.217,0.0817432,0,0,0,0.547196,98.974,0.478796,46.1634,0,1.98358,65.2531,32.7633,0,0,57.5938,1462
26,88:02:02,11/11/2024 10:40,A,Col-0,col0,KS2.4,811.803,21.2416,2131.06,31.8596,70.8986,180.53,63.6113,24016.8,0.356181,0,0.214316,1.24303,17.3596,81.183,0,104.837,0.0428633,0.25718,0.385769,21.1745,77.2396,0.900129,8.63465,100,0,0,0,0,0,0.622525,0,0,0,2.82898,26.7467,70.4243,0.170625,0.171453,1.45735,62.2375,34.2477,1.88598,0,29.5846,30.6257,678.947,0.0631669,0.0428633,0.12859,0,1.45735,98.0283,0.342906,43.632,0,2.05744,72.739,25.2036,0,0,56.7569,2333
19,89:01:01,04/11/2024 14:26,A,Col-0,col0,KS2.5,199.334,2.65949,1035.72,17.0838,29.928,147.273,66.1906,3229.2,0.313515,0.459418,5.0536,0.306279,18.3767,75.804,0,103.524,1.07198,0.153139,0,20.9801,73.0475,4.74732,9.31766,98.1623,0,1.83767,0,0,0,0.56337,0,0,0,8.26953,56.6616,35.0689,0.156017,0.153139,4.13476,66.3093,29.4028,0,0,16.2,16.1998,176.94,0.069526,0,0,0.306279,3.98162,95.0995,0.612557,40.5072,0,4.59418,83.461,11.9449,0,0,62.5794,653
21,89:01:01,06/11/2024 14:46,A,Col-0,col0,KS2.5,344.179,6.04414,1628.46,18.5473,50.5823,163.935,69.2604,6746.45,0.343486,0.460405,3.22284,0.092081,12.6151,83.6096,0,105.078,0.644567,0,0.092081,15.1934,80.9392,3.13075,8.78727,98.9871,0,1.01289,0,0,0,0.601412,0,0,0,4.32781,34.5304,61.1418,0.162528,0,3.407,64.0884,31.5838,0.92081,0,19.6016,19.7513,302.036,0.0635445,0,0,0.092081,3.31492,96.1326,0.460405,43.133,0,3.22284,71.8232,24.954,0,0,61.3495,1086
23,89:01:01,08/11/2024 11:17,A,Col-0,col0,KS2.5,665.966,5.63572,1486.62,39.3378,80.6744,149.457,51.5197,11929.1,0.346712,0,0.0517331,0.413864,23.9524,75.582,0,102.852,0.0517331,0,0.103466,30.419,69.0636,0.362131,9.18084,100,0,0,0,0,0,0.578423,0,0,0,5.89757,51.5261,42.5763,0.188972,0,0.827729,57.7858,38.8515,2.53492,0,17.9125,17.9885,584.806,0.0802461,0,0,0,0.827729,99.0171,0.155199,43.4586,0,1.03466,72.2193,26.6943,0.0517331,0,61.4195,1933
26,89:01:01,11/11/2024 10:43,A,Col-0,col0,KS2.5,897.762,15.3709,2912.4,27.1995,73.071,211.19,80.8844,25841.9,0.339223,0.114112,1.67364,0.684671,22.0616,75.466,0,105.977,0.0760746,0.114112,0.152149,13.3511,84.3667,1.9399,8.76426,99.3153,0,0.646634,0.0380373,0,0,0.629018,0,0,0,1.67364,23.469,74.8574,0.146267,0.0380373,2.16812,73.7543,23.5451,0.494485,0,28.7848,29.4,792.159,0.0533341,0,0,0.152149,2.05401,97.7938,0,41.2489,0,3.19513,78.6991,18.1057,0,0,61.9317,2629
19,89:01:02,04/11/2024 14:26,A,Col-0,col0,KS2.6,156.803,4.9796,360.875,37.1097,71.9616,72.4054,27.7626,1906.02,0.361125,0,0,0.4158,11.0187,88.5655,0,103.163,0,0,0.2079,32.4324,66.736,0.623701,8.56365,100,0,0,0,0,0,0.574228,0,0,0,4.9896,56.9647,38.0457,0.19194,0,1.8711,51.1435,46.3617,0.623701,0,12.1555,12.5998,133.92,0.0837729,0,0,0,1.8711,97.921,0.2079,45.0646,0,1.4553,71.5177,27.027,0,0,58.6557,481
21,89:01:02,06/11/2024 14:46,A,Col-0,col0,KS2.6,287.004,4.42462,700.93,36.697,79.7605,102.683,35.6887,3434.05,0.357645,0,0,0.566893,15.3061,84.127,0,105.352,0,0.226757,0.340136,18.1406,80.1587,1.13379,8.8455,100,0,0,0,0,0,0.600276,0,0,0,4.08163,37.6417,58.2766,0.164093,0,2.72109,63.6054,32.9932,0.680272,0,11.9652,11.99,257.22,0.0660301,0,0,0,2.72109,97.1655,0.113379,43.3764,0,1.47392,74.7166,23.8095,0,0,63.6651,882
23,89:01:02,08/11/2024 11:17,A,Col-0,col0,KS2.6,589.26,8.19141,1124.11,46.7401,84.8273,127.864,45.0919,7440.62,0.345246,0,0,0.17741,24.246,75.5766,0,102.376,0,0,0.17741,33.1165,66.4695,0.236546,9.82818,100,0,0,0,0,0,0.570661,0,0,0,3.48906,64.3406,32.1703,0.191888,0,0.650503,56.1798,41.6913,1.47842,0,12.6271,12.8437,525.41,0.0835656,0,0,0,0.650503,98.8764,0.473093,43.4909,0,1.06446,72.738,26.1975,0,0,63.082,1691
